name,img_link,description,description_url,short_description,type
Hatta,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQs-jUUVjBSlZQHJKvYKMv4uQfwasB8lvdOHhy-bf0LqO7xgWuS,"Hatta is an inland exclave of the emirate of Dubai in the United Arab Emirates. Formerly an Omani territory, its ownership was transferred to Dubai in or around 1850.","https://en.wikipedia.org/wiki/Hatta,_United_Arab_Emirates",Village in the United Arab Emirates,"['City', 'Thing', 'Place']"
HATSAN,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTNaJ7gIxzzFccYNfjkPT1te8HxyH3HTM6SfG8M9ikkkEwQJTzL,,,Company,"['Corporation', 'Thing', 'Organization']"
Cowboy hat,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTN5AW0SJtA_WGPGWpm2PBHWc-chrp2GpK8Wjdmdp5jNQquB2xI,"The cowboy hat is a high-crowned, wide-brimmed hat best known as the defining piece of attire for the North American cowboy. Today it is worn by many people, and is particularly associated with ranch workers in the western and southern United States, western Canada and northern Mexico, with many country, regional Mexican and sertanejo music performers, and with participants in the North American rodeo circuit.",https://en.wikipedia.org/wiki/Cowboy_hat,Attire,['Thing']
Coat,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTXYu3Wn9qTXhQh0jpSkR20mKFIRNx8sm5N3RZRNgys_cMhwpvR,"A coat is typically an outer garment for the upper body, worn by either gender for warmth or fashion. Coats typically have long sleeves and are open down the front, and closing by means of buttons, zippers, hook-and-loop fasteners, toggles, a belt, or a combination of some of these.",https://en.wikipedia.org/wiki/Coat,Garment,['Thing']
Coating,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTAYCY17G9dj2gMqmXu5uXPw3r6nEh-niS66C_f_P8i4WrWKiwG,"A coating is a covering that is applied to the surface of an object, or substrate. The purpose of applying the coating may be decorative, functional, or both. Coatings may be applied as liquids, gases or solids e.g. Powder coatings.",https://en.wikipedia.org/wiki/Coating,,['Thing']
Moringa,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTECBsmBqRDXQWp0p5wV9E6sjQSXF7i0wQmgN-Fn0lCdVFgqcwt,"Moringa oleifera is a fast-growing, drought-resistant tree of the family Moringaceae, native to the Indian subcontinent and used extensively in South and Southeast Asia. Common names include moringa, drumstick tree, horseradish tree, or malunggay.",https://en.wikipedia.org/wiki/Moringa_oleifera,Plant,['Thing']
Burlington Stores,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQlpt8dldlyFdltRemAnXU6Y7Yx_bf6jWIA_LJLN0FQHiU_gWZ7,"Burlington, formerly known as Burlington Coat Factory, is an American national off-price department store retailer, and a division of Burlington Coat Factory Warehouse Corporation with more than 1,000 stores in 40 states and Puerto Rico, with its corporate headquarters located in Burlington Township, New Jersey.",https://en.wikipedia.org/wiki/Burlington_Stores,Department store company,"['Organization', 'Thing', 'Corporation']"
Dog coat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBXLkd5aRm602bn1HOjwye0-ZC563YWqeupoPe78FSvUy-Ld0O,"The coat of the domestic dog refers to the hair that covers its body. Dogs demonstrate a wide range of coat colors, patterns, textures, and lengths.",https://en.wikipedia.org/wiki/Dog_coat,,['Thing']
Trench coat,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTwGOZI4F0UHeaTDlyCUu1Blqd6UDLECUKlskOPXgXc1tN2McQn,"A trench coat is a variety of coat made of waterproof heavy-duty fabric, originally developed for British Army officers before the First World War, and becoming popular while used in the trenches, hence the name trench coat.",https://en.wikipedia.org/wiki/Trench_coat,Clothing,['Thing']
Blazer,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRf5vncKatjPDF5lJdkw_TwZIcFp6oexXx6RT-P9N3givUKrFKt,"A blazer is a type of jacket resembling a suit jacket, but cut more casually. A blazer is generally distinguished from a sport coat as a more formal garment and tailored from solid colour fabrics.",https://en.wikipedia.org/wiki/Blazer,Suit,['Thing']
Coatzacoalcos,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ24aa_cMVLPXfo-21eMf0-QBelVpGUnx8R4wI-iecz_OXPHvo5,"Coatzacoalcos is a major port city in the southern part of the Mexican state of Veracruz, mostly on the western side of the Coatzacoalcos River estuary, on the Bay of Campeche, on the southern Gulf of Mexico coast.",https://en.wikipedia.org/wiki/Coatzacoalcos,City in Mexico,"['Place', 'Thing', 'City']"
Pea coat,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRD2DvHJRMc_hJB45yP7XEbFMELyc509E9wuW94MDg_JZjceGkS,"A pea coat is an outer coat, generally of a navy-coloured heavy wool, originally worn by sailors of European and later American navies.",https://en.wikipedia.org/wiki/Pea_coat,,"['Product', 'Thing']"
Coat of arms,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSkb3i0rUewc5_OzqGufEvz2etehc323zzp0dMix9-Mp7s-f4g6,"A coat of arms is a heraldic visual design on an escutcheon, surcoat, or tabard. The coat of arms on an escutcheon forms the central element of the full heraldic achievement, which in its whole consists of a shield, supporters, a crest, and a motto.",https://en.wikipedia.org/wiki/Coat_of_arms,Official symbol variety,['Thing']
White coat,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQ2MO5EVKWgNXHo_iA2Pn9CUBxal5jQXmSiVlQbE2M2NX2uYWpI,"A white coat, also known as a laboratory coat or lab coat, is a knee-length overcoat or smock worn by professionals in the medical field or by those involved in laboratory work. The coat protects their street clothes and also serves as a simple uniform.",https://en.wikipedia.org/wiki/White_coat,Garment,['Thing']
Duffel coat,,"A duffel coat is a coat made from duffel cloth, designed with toggle-and-rope fastenings, patched pockets and a large hood. The name derives from Duffel, a town in the province of Antwerp in Belgium where the manufacturing process of this kind of fabric, a coarse, thick, woolen cloth originated.",https://en.wikipedia.org/wiki/Duffel_coat,Clothing,['Thing']
Down jacket,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQhlPzwgKsan7btvWJV2MBPFhQRdfPpRYQ3B_jMyOoRRAK2CMiY,"The down jacket, known more commonly in the fashion industry as a puffer jacket or simply puffer, is a quilted coat which is insulated with either duck or goose feathers. Air pockets created by the bulk of the feathers allow for the retention of warm air.",https://en.wikipedia.org/wiki/Down_jacket,Clothing,['Thing']
Blue jay,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRMg1BfVBjRw1h9gz7tfZkRhtTTUIAsiLUNOXNS0in3CBGLAoER,"The blue jay is a passerine bird in the family Corvidae, native to eastern North America. It lives in most of the eastern and central United States; some eastern populations may be migratory.",https://en.wikipedia.org/wiki/Blue_jay,Birds,['Thing']
Coatbridge,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSkhgyFvyCOVzVXrfdezyni7AulS_fb87RizUouWBXIF8ESfY8f,"Coatbridge is a town in North Lanarkshire, Scotland, about 8+1⁄2 miles east of Glasgow city centre, set in the central Lowlands.",https://en.wikipedia.org/wiki/Coatbridge,Town in Scotland,"['Place', 'Thing', 'City']"
Coatesville,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSEQGybmOXW8VavmT5rPb-D1E33NCn6-YaGMhYeptKg8TcZ-MYh,"Coatesville is a city in Chester County, Pennsylvania, United States. The population was 13,350 at the 2020 census. Coatesville is approximately 39 miles west of Philadelphia.","https://en.wikipedia.org/wiki/Coatesville,_Pennsylvania",City in Pennsylvania,"['City', 'Place', 'Thing', 'AdministrativeArea']"
Rough Collie,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRxGuQo6BhYIyjq96onlXPMV0FyLXL4t89LdisnRPRap8d0d4Ye,"The Rough Collie is a long-coated dog breed of medium to large size that, in its original form, was a type of collie used and bred for herding sheep in Scotland. More recent breeding has focused on the Collie as a show dog, and also companion.",https://en.wikipedia.org/wiki/Rough_Collie,Dog breed,['Thing']
Animal coat,,"Coat is the nature and quality of a mammal's fur. In the animal fancy, coat is an attribute that reflects the quality of a specimen's breeding as well as the level of the animal's care, conditioning, and management.",https://en.wikipedia.org/wiki/Animal_coat,,['Thing']
Clothes valet,,"Clothes valet, also called men's valet, valet stand and suit stand, is a piece of furniture to hang clothes on. Clothes are hung that are worn multiple times before laundering, such as a men's suit.",https://en.wikipedia.org/wiki/Clothes_valet,,['Thing']
Sherwin-Williams,,"Sherwin-Williams Company is an American company based in Cleveland, Ohio. It is primarily engaged in the manufacture, distribution, and sale of paints, coatings, floorcoverings, and related products to professional, industrial, commercial, and retail customers, primarily in North and South America and Europe.",https://en.wikipedia.org/wiki/Sherwin-Williams,Paint and coating manufacturing company,"['Organization', 'Thing', 'Corporation']"
Food,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCbJ9P28pAEzAluxJFmWp617sfzAuPoc8_kmCousQ6Etiw_aiz,"Food is any substance consumed by an organism for nutritional support. Food is usually of plant, animal, or fungal origin and contains essential nutrients such as carbohydrates, fats, proteins, vitamins, or minerals.",https://en.wikipedia.org/wiki/Food,Food,['Thing']
Google Maps,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTo29NFru80AtGWqRuPJ0y7_zvwa5jkfnNK1BKncKIBSA6uu6YY,"Google Maps is a web mapping platform and consumer application offered by Google. It offers satellite imagery, aerial photography, street maps, 360° interactive panoramic views of streets, real-time traffic conditions, and route planning for traveling by foot, car, bike, air and public transportation.",https://en.wikipedia.org/wiki/Google_Maps,Website,"['WebSite', 'Thing', 'SoftwareApplication']"
foodpanda,,"Foodpanda is an online food and grocery delivery platform owned by Berlin-based Delivery Hero. Foodpanda operates as the lead brand for Delivery Hero in Asia, with its headquarters in Singapore.",https://en.wikipedia.org/wiki/Foodpanda,Online food ordering company,"['Corporation', 'Thing', 'Organization']"
foodora,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRJSgpG_JS19I_YcxH77T5NT4bBzGL7tlbc7HdmFFVDAwVAyP63,"Foodora is an online food delivery brand owned by Delivery Hero. It was founded in Munich, Germany, and operates in Austria, Denmark, Sweden, Norway, Finland, Hungary, Slovakia, and the Czech Republic.",https://en.wikipedia.org/wiki/Foodora,,"['Organization', 'WebSite', 'Thing', 'Corporation']"
Foodservice,,"The foodservice or catering industry includes the businesses, institutions, and companies which prepare meals outside the home. It includes restaurants, grocery stores, school and hospital cafeterias, catering operations, and many other formats.
Suppliers to foodservice operators are foodservice distributors, who provide small wares and foods. Some companies manufacture products in both consumer and food service versions. The consumer version usually comes in individual-sized packages with elaborate label design for retail sale.",https://en.wikipedia.org/wiki/Foodservice,,['Thing']
MOS Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVIxeUPyHPGxoASJobKlf63--G26BQNTYKJyuj4kPRYHgmyeD2,"MOS Food Services, Inc., doing business as MOS Burger, is an international fast-food restaurant chain from Japan. Its headquarters are in the ThinkPark Tower in Ōsaki, Shinagawa, Tokyo. At one time its headquarters were located in Shinjuku, Tokyo.",https://en.wikipedia.org/wiki/MOS_Burger,Fast food restaurant chain,"['Organization', 'Corporation', 'Restaurant', 'Thing']"
Food Basics,,Food Basics Ltd. is a Canadian supermarket chain owned by Metro Inc. The company operates 142 stores throughout Ontario.,https://en.wikipedia.org/wiki/Food_Basics,Supermarket chain,"['Corporation', 'Thing', 'Organization']"
Fast food,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcS56NMCw8TOU5fxGair9jLOqvdyAGFyCcrhFhjOiiqJJtJtHCNs,"Fast food is a type of mass-produced food designed for commercial resale, with a strong priority placed on speed of service. It is a commercial term, limited to food sold in a restaurant or store with frozen, preheated or precooked ingredients and served in packaging for take-out/takeaway.",https://en.wikipedia.org/wiki/Fast_food,Food,['Thing']
Breakfast,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJNBdVMezZATqtZtcrBVa8H9J6ytRsPPdUwMi1xBYsccW6Vho7,Breakfast is the first meal of the day usually eaten in the morning. The word in English refers to breaking the fasting period of the previous night.,https://en.wikipedia.org/wiki/Breakfast,,['Thing']
Foodie,,"A foodie is a person who has an ardent or refined interest in food, and who eats food not only out of hunger but also as a hobby.",https://en.wikipedia.org/wiki/Foodie,,['Thing']
Chinese cuisine,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSDvHAqGa442imTSsej-1I6DRuE0NVjI_OeRyXpPZbmZ3rAuk66,"Chinese cuisine comprises cuisines originating from China, as well as from Chinese people from other parts of the world. Because of the Chinese diaspora and historical power of the country, Chinese cuisine has profoundly influenced many other cuisines in Asia and beyond, with modifications made to cater to local palates.",https://en.wikipedia.org/wiki/Chinese_cuisine,Cuisine,['Thing']
Foodtown,,"Foodtown is a northeastern United States supermarket cooperative founded in 1955 by Twin County Grocers in New Jersey. Currently, there are 66 Foodtown stores in New Jersey, New York, and Connecticut.",https://en.wikipedia.org/wiki/Foodtown_(United_States),Supermarket company,"['Corporation', 'Thing', 'Organization']"
Food processor,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ-AoHRa__srHUFkdx26MCQaMREuY9zXgtBPnK5AZcGastmZFVB,"A food processor is a kitchen appliance used to facilitate repetitive tasks in the preparation of food. Today, the term almost always refers to an electric-motor-driven appliance, although there are some manual devices also referred to as ""food processors"".",https://en.wikipedia.org/wiki/Food_processor,Cooking appliance,['Thing']
Foodland,,,,Grocery store company,"['Corporation', 'Thing', 'Organization']"
Mexican cuisine,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSROoRkDpMmkYGfnGnRcWlaIXwQl_MIRLiH5fcbfPIhOkIMGM9S,Mexican cuisine consists of the cooking cuisines and traditions of the modern country of Mexico. Its earliest roots lie in Mesoamerican cuisine.,https://en.wikipedia.org/wiki/Mexican_cuisine,Cuisine,['Thing']
Grubhub,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxSctWHb7n4OTKfnZjfB3MhY76AS_47YLneLk1pIPAKBj-aeE9,"Grubhub Inc. is an American online and mobile prepared food ordering and delivery platform based in Chicago, Illinois.
Founded in 2004, it is a subsidiary of the Dutch company Just Eat Takeaway since 2021.",https://en.wikipedia.org/wiki/Grubhub,Company,"['Corporation', 'Thing', 'Organization']"
Agriculture,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQDCxPZMNE33puNe_HBLJ2KM-ByxC30ILMeMRlSI9xa_YyEjL9f,"Agriculture encompasses crop and livestock production, aquaculture, fisheries, and forestry for food and non-food products. Agriculture was the key development in the rise of sedentary human civilization, whereby farming of domesticated species created food surpluses that enabled people to live in cities.",https://en.wikipedia.org/wiki/Agriculture,,['Thing']
Food chain,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRS67VBNsoM1-6TpRIMX7ELMW3_1OmU1kQzOu3aYjmtUJkePJi1,"A food chain is a linear network of links in a food web starting from producer organisms and ending at an apex predator species, detritivores, or decomposer species. A food chain also shows how organisms are related to each other by the food they eat. Each level of a food chain represents a different trophic level.",https://en.wikipedia.org/wiki/Food_chain,,['Thing']
FoodHub,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ_SD3zjf9TIrNO2OZjn6EQ-cbq4NhJB-VerU7KNtfjV_KqhEYe,"Foodhub is a company that provides online food ordering services to restaurants and takeaways. It is headquartered in Stoke-on-Trent, United Kingdom. It was founded in 2008 by Ardian Mula and Mohammed Shakil.",https://en.wikipedia.org/wiki/Foodhub,Company,"['Corporation', 'Thing', 'Organization']"
